arm,K,mode,MVBench,TempCompass,action,direction,order,speed,attribute_change,ce_loss,centered_margin,persistence_ratio,dynamic_fraction,target_effective_rank,target_effective_rank_slope,retrieval_top1,retrieval_top5,samples_per_sec,max_memory_gb,wall_time_sec,checkpoint_complete,evaluator_complete,finite_training,manifest_sha256,training_commit,data_consistent,code_consistent
a0_ce_k4,4,none,47.609511889862326,55.316455696202524,,,,,,1.0793030738830567,,,,,0.0,,,34.80289177460621,17.155742645263672,857.1920928955078,True,True,True,3e48f0c8f35c8ae5e15daf2fab203e40cd0310f5dd6aa85603accc35e117ed83,c6de8503aabe7f28e1b42077d760976a5407187b,True,True
a1_query_k4,4,query,47.18397997496871,55.00000000000001,,,,,,1.0781146049499513,-0.0008892555721104145,2.7765151977539064,0.2704241037368774,4.459026336669922,0.0023842735362097655,0.0192522332072258,0.09224330782890319,25.902465511813745,18.71918487548828,1117.285231590271,True,True,True,3e48f0c8f35c8ae5e15daf2fab203e40cd0310f5dd6aa85603accc35e117ed83,c6de8503aabe7f28e1b42077d760976a5407187b,True,True
a2_ce_k16,16,none,52.065081351689614,57.405063291139236,,,,,,1.021914291381836,,,,,0.0,,,32.85014460965574,17.15574836730957,882.8996000289917,True,True,True,3e48f0c8f35c8ae5e15daf2fab203e40cd0310f5dd6aa85603accc35e117ed83,c6de8503aabe7f28e1b42077d760976a5407187b,True,True
a3_query_k16,16,query,51.81476846057572,57.08860759493671,,,,,,1.0224355697631835,-0.008666931092739106,1.8309724807739258,0.27077288627624513,8.60699462890625,0.0021233306369459392,0.00789620578289032,0.03579799234867096,22.931040468384765,19.61297607421875,1148.189468383789,True,True,True,3e48f0c8f35c8ae5e15daf2fab203e40cd0310f5dd6aa85603accc35e117ed83,c6de8503aabe7f28e1b42077d760976a5407187b,True,True
a4_ce_k64,64,none,54.46808510638298,60.189873417721515,,,,,,0.9840493202209473,,,,,0.0,,,29.960114113760714,20.872543334960938,962.0894327163696,True,True,True,3e48f0c8f35c8ae5e15daf2fab203e40cd0310f5dd6aa85603accc35e117ed83,c6de8503aabe7f28e1b42077d760976a5407187b,True,True
a5_query_k64,64,query,54.39299123904882,60.189873417721515,,,,,,0.9843748092651368,-0.03688616156578064,1.4315850257873535,0.26439383029937746,8.642550659179687,-0.0018243970745723578,0.00545654296875,0.02130126953125,21.49552446059766,24.825843811035156,1288.5389490127563,True,True,True,3e48f0c8f35c8ae5e15daf2fab203e40cd0310f5dd6aa85603accc35e117ed83,c6de8503aabe7f28e1b42077d760976a5407187b,True,True
